CustomerSAPCode,CustomerName,SiteSAPCode,SiteName,ProductSAPCode,ProductTelRef,ProductName,Timestamp,Received Date,Report Date,Report Time,Oil Age in Hours,Interpretation,FCA Term Found,FCA Fault Code,FCA Service,AN,BN,NA,SI,AL,CR,CU,FE,PB,SN,MO,AG,MN,TI,V,BA,CA,MG,P,B,ZN,NI,LI,K,ZR,CD,S,KV40,KV100,Water KF Oven,Soot,Partical Count 4,Particle Count 6,Particle Count 14,ISO Code (3 figure),Flash FTIR,Diesel % in Oil,BN IP276,Ox Drect Area,Glycol %,PQ Index,Neut No.,Water,PRVOT,Status
,BELL EQUIPMENT UK LTD,,BELL,,4296030,BELL BORATE OIL,21/01/2022 00:00:00,2022-01-19,2022-01-21,2,,Visible debris present. Silicon evident suggesting possible ingress of environmental contamination or a Silicon based product (e.g.  Silicon grease/assembly compound). Since no abnormal wear; contamination may have occured at sampling. Advice : Resample at the next service intervention.,iron,Wear Metals,Training,,,8.0,239.0,5.4,0.9,67.0,599.0,0.2,3.3,2.5,0.0,5.2,0.2,0.2,0.6,3614.0,16.0,1115.0,113.0,1435.0,1.3,0.0,2.3,,0.1,,90.1,,,,,,,,,,,,,183,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,4254552,BELL BORATE OIL,24/01/2022 00:00:00,2022-01-24,2022-01-24,0,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,10.0,9.8,2.9,1.2,64.0,254.0,1.8,3.1,1.7,0.9,2.9,0.3,0.7,0.0,3320.0,15.0,1098.0,93.0,1386.0,2.1,0.6,1.2,,0.6,,107.7,,,,,,,,,,,,,49,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,4254553,BELL BORATE OIL,24/01/2022 00:00:00,2022-01-24,2022-01-24,0,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,10.0,8.9,2.5,1.3,57.0,221.0,0.0,2.3,2.1,0.8,2.8,0.3,0.7,0.0,3478.0,17.0,1104.0,94.0,1393.0,0.6,0.6,1.6,,0.5,,107.6,,,,,,,,,,,,,69,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,4254554,BELL BORATE OIL,24/01/2022 00:00:00,2022-01-24,2022-01-24,0,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,12.0,11.0,1.8,0.9,10.0,30.0,0.0,0.0,2.5,0.9,0.9,0.4,0.7,0.0,3542.0,20.0,1106.0,100.0,1432.0,0.5,0.6,0.0,,0.5,,113.9,,,,,,,,,,,,,11,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,4259332,BELL BORATE OIL,24/01/2022 00:00:00,2022-01-24,2022-01-24,0,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,11.0,8.0,2.2,1.0,19.0,107.0,1.6,1.1,2.7,0.9,1.2,0.3,0.7,0.0,3572.0,15.0,1117.0,97.0,1444.0,0.4,0.7,1.5,,0.5,,108.0,,,,,,,,,,,,,26,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,4259333,BELL BORATE OIL,24/01/2022 00:00:00,2022-01-24,2022-01-24,0,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,13.0,15.0,5.2,1.1,58.0,142.0,1.5,2.2,2.0,0.9,1.9,0.5,0.7,0.0,3532.0,15.0,1118.0,95.0,1415.0,0.7,0.7,2.7,,0.5,,107.1,,,,,,,,,,,,,112,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,4259334,BELL BORATE OIL,24/01/2022 00:00:00,2022-01-24,2022-01-24,0,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,12.0,15.0,3.5,0.9,2.1,27.0,0.0,0.0,2.1,0.9,1.0,0.4,0.7,0.0,3619.0,16.0,1120.0,100.0,1465.0,0.7,0.6,2.3,,0.6,,110.1,,,,,,,,,,,,,10,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,4563337,BELL BORATE OIL,24/01/2022 00:00:00,2022-01-24,2022-01-24,0,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,23.0,19.0,5.4,1.2,70.0,69.0,0.0,1.4,3.3,0.9,1.7,0.6,0.7,0.0,3526.0,18.0,1113.0,96.0,1433.0,0.8,0.9,14.0,,0.5,,104.6,,,,,,,,,,,,,35,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5177773,BELL BORATE OIL,24/01/2022 00:00:00,2022-01-24,2022-01-24,0,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,10.0,22.0,6.5,1.8,98.0,152.0,0.0,2.4,2.1,0.9,4.9,0.8,0.7,0.0,2560.0,12.0,1399.0,72.0,1067.0,1.2,0.7,1.8,,0.5,,120.1,,,,,,,,,,,,,31,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5177776,BELL BORATE OIL,24/01/2022 00:00:00,2022-01-24,2022-01-24,0,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,11.0,13.0,7.4,2.3,86.0,241.0,0.0,1.4,2.0,0.8,6.8,0.8,0.7,0.0,2508.0,12.0,1428.0,71.0,1040.0,1.6,0.6,1.8,,0.5,,120.3,,,,,,,,,,,,,21,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,4563333,BELL BORATE OIL,25/01/2022 00:00:00,2022-01-24,2022-01-25,1,,Visible debris present (metal / metal-like particles). Possible sampling problem; advise resample to confirm.,visible ,Possible Sample Issue,Training,,,23.0,18.0,5.3,1.1,44.0,70.0,0.0,1.1,3.2,0.8,1.3,0.6,0.7,0.0,3488.0,20.0,1099.0,99.0,1390.0,0.8,0.9,14.0,,0.5,,104.1,,,,,,,,,,,,,27,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,4563334,BELL BORATE OIL,25/01/2022 00:00:00,2022-01-24,2022-01-25,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,22.0,16.0,4.1,1.0,30.0,53.0,0.0,0.0,3.3,0.9,1.0,0.6,0.7,0.0,3664.0,19.0,1116.0,97.0,1427.0,0.7,0.9,12.0,,0.5,,101.7,,,,,,,,,,,,,19,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5337944,BELL BORATE OIL,25/01/2022 00:00:00,2022-01-24,2022-01-25,1,5500,Viscosity not consistent with stated grade / application type. Sodium suggests possible environmental contamination or contamination with a sodium based product. Wear appears satisfactory. Advice : Resample at the next service intervention. ,viscosity,Fluid Condition,Training,,,22.0,4.8,13.0,0.1,4.5,29.0,7.3,2.5,0.7,1.0,0.7,0.7,0.7,0.1,76.0,0.3,284.0,108.0,9.3,0.1,0.3,3.6,,0.3,,36.3,,,,,,,,,,,,,10,,0.1,,Caution
,BELL EQUIPMENT UK LTD,,BELL,,5337945,BELL BORATE OIL,25/01/2022 00:00:00,2022-01-24,2022-01-25,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,12.0,9.8,2.8,1.0,54.0,483.0,1.1,2.0,1.1,1.0,4.2,0.7,0.7,0.2,3240.0,9.8,1019.0,87.0,1313.0,0.8,0.2,1.8,,0.4,,95.8,,,,,,,,,,,,,85,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5337946,BELL BORATE OIL,25/01/2022 00:00:00,2022-01-24,2022-01-25,1,,Visible debris present. Viscosity not consistent with stated grade / application type. Wear appears satisfactory. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.,viscosity,Fluid Condition,Training,,,11.0,11.0,3.5,1.2,49.0,492.0,0.9,2.2,2.2,1.0,4.3,0.7,0.7,0.3,3166.0,13.0,1028.0,88.0,1279.0,0.9,0.2,1.9,,0.4,,84.5,,,,,,,,,,,,,148,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,5337949,BELL BORATE OIL,25/01/2022 00:00:00,2022-01-24,2022-01-25,1,,Visible debris present. Viscosity not consistent with stated grade / application type. Wear appears satisfactory. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.,viscosity,Fluid Condition,Training,,,11.0,10.0,3.3,1.0,40.0,362.0,0.9,1.9,2.1,1.0,3.7,0.7,0.7,0.3,3169.0,13.0,1012.0,90.0,1293.0,0.6,0.2,1.9,,0.4,,83.7,,,,,,,,,,,,,90,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,4953776,BELL BORATE OIL,26/01/2022 00:00:00,2022-01-25,2022-01-26,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,13.0,7.6,1.3,0.4,2.7,24.0,0.0,0.0,0.2,0.0,1.3,0.1,0.0,0.1,3519.0,11.0,1071.0,101.0,1362.0,0.2,0.1,0.8,,0.0,,108.0,,,,,,,,,,,,,10,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,4953777,BELL BORATE OIL,26/01/2022 00:00:00,2022-01-25,2022-01-26,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,14.0,10.0,1.7,0.4,5.7,35.0,0.4,0.0,0.1,0.0,1.7,0.2,0.1,0.1,3824.0,11.0,1138.0,113.0,1489.0,0.4,0.1,0.8,,0.0,,112.9,,,,,,,,,,,,,13,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,4953779,BELL BORATE OIL,26/01/2022 00:00:00,2022-01-25,2022-01-26,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,13.0,3.7,0.7,0.2,0.7,10.0,18.0,0.0,1.4,0.0,0.2,0.0,0.0,0.1,3559.0,8.5,1106.0,103.0,1424.0,0.0,0.2,0.8,,0.0,,118.8,,,,,,,,,,,,,10,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,4953780,BELL BORATE OIL,26/01/2022 00:00:00,2022-01-25,2022-01-26,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,13.0,8.6,1.3,0.4,8.5,27.0,1.0,0.0,0.0,0.0,1.4,0.1,0.0,0.1,3713.0,11.0,1115.0,110.0,1458.0,0.5,0.0,1.3,,0.0,,112.3,,,,,,,,,,,,,20,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5177765,BELL BORATE OIL,31/01/2022 00:00:00,2022-01-31,2022-01-31,0,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,15.0,6.8,1.2,0.3,6.1,29.0,0.3,0.0,4.1,0.0,0.8,0.1,0.1,0.2,3718.0,15.0,1183.0,126.0,1475.0,0.3,0.2,2.0,,0.0,,108.7,,,,,,,,,,,,,10,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5177766,BELL BORATE OIL,31/01/2022 00:00:00,2022-01-31,2022-01-31,0,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,15.0,9.8,2.3,0.3,13.0,48.0,0.0,0.0,4.0,0.0,1.2,0.1,0.0,0.1,3763.0,16.0,1178.0,123.0,1497.0,0.4,0.1,2.0,,0.0,,108.4,,,,,,,,,,,,,10,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5177767,BELL BORATE OIL,31/01/2022 00:00:00,2022-01-31,2022-01-31,0,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,16.0,10.0,1.9,0.4,25.0,60.0,0.2,0.0,3.9,0.0,1.2,0.1,0.1,0.2,3783.0,15.0,1204.0,127.0,1514.0,0.3,0.2,2.3,,0.0,,109.5,,,,,,,,,,,,,10,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5467891,BELL BORATE OIL,31/01/2022 00:00:00,2022-01-31,2022-01-31,0,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,16.0,11.0,5.8,1.0,34.0,148.0,0.0,0.0,0.2,0.0,2.0,0.2,0.1,0.3,3236.0,8.6,1034.0,101.0,1320.0,0.3,0.1,1.0,,0.0,,110.5,,,,,,,,,,,,,38,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5467894,BELL BORATE OIL,31/01/2022 00:00:00,2022-01-31,2022-01-31,0,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,17.0,10.0,7.1,1.0,41.0,145.0,1.2,0.1,0.8,0.0,1.8,0.2,0.1,0.1,3298.0,9.3,1060.0,103.0,1347.0,0.5,0.1,1.4,,0.0,,107.1,,,,,,,,,,,,,10,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5467895,BELL BORATE OIL,31/01/2022 00:00:00,2022-01-31,2022-01-31,0,,Viscosity not consistent with stated grade. Visible debris present; but not considered significant. Wear appears satisfactory. Advise monitor at the recommended sampling period. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.,viscosity,Fluid Condition,Training,,,12.0,8.6,5.7,1.1,21.0,111.0,0.5,0.8,0.7,0.0,1.3,0.2,0.1,0.3,2012.0,8.6,752.0,77.0,922.0,0.3,0.1,1.3,,0.1,,74.4,,,,,,,,,,,,,19,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,5467837,BELL BORATE OIL,01/02/2022 00:00:00,2022-01-31,2022-02-01,1,398,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,13.0,10.0,4.3,1.1,28.0,129.0,1.6,0.6,3.1,0.0,3.4,0.6,0.0,0.1,2946.0,13.0,1395.0,97.0,1200.0,0.6,0.1,1.4,,0.0,,121.7,,,,,,,,,,,,,24,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5467840,BELL BORATE OIL,01/02/2022 00:00:00,2022-01-31,2022-02-01,1,398,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,13.0,11.0,4.3,1.0,28.0,132.0,0.7,0.4,3.3,0.0,3.5,0.6,0.0,0.0,2968.0,13.0,1410.0,98.0,1208.0,0.6,0.1,1.8,,0.0,,123.7,,,,,,,,,,,,,24,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5467841,BELL BORATE OIL,01/02/2022 00:00:00,2022-01-31,2022-02-01,1,398,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,13.0,10.0,4.7,1.1,29.0,146.0,1.6,0.0,3.3,0.0,3.8,0.6,0.0,0.0,2833.0,13.0,1424.0,95.0,1140.0,0.6,0.1,1.7,,0.0,,125.2,,,,,,,,,,,,,22,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,4812894,BELL BORATE OIL,07/02/2022 00:00:00,2022-02-04,2022-02-07,3,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,12.0,10.0,5.9,0.4,18.0,66.0,1.1,0.5,2.8,1.2,1.4,0.8,0.6,0.1,3310.0,18.0,1028.0,95.0,1393.0,0.2,0.2,2.1,,0.2,,105.1,,,,,,,,,,,,,12,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,4812895,BELL BORATE OIL,07/02/2022 00:00:00,2022-02-04,2022-02-07,3,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,11.0,9.6,4.6,0.4,20.0,69.0,1.1,0.5,2.6,1.1,1.4,0.7,0.6,0.1,3252.0,17.0,1075.0,93.0,1364.0,0.2,0.2,2.3,,0.2,,106.2,,,,,,,,,,,,,13,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,4812899,BELL BORATE OIL,07/02/2022 00:00:00,2022-02-04,2022-02-07,3,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,11.0,9.7,4.6,0.4,19.0,75.0,1.4,0.5,2.6,1.1,1.5,0.6,0.6,0.0,3235.0,17.0,995.0,94.0,1360.0,0.2,0.2,2.1,,0.2,,104.0,,,,,,,,,,,,,13,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,4879910,BELL BORATE OIL,07/02/2022 00:00:00,2022-02-04,2022-02-07,3,,Visible debris present. Viscosity not consistent with stated grade / application type. Wear appears satisfactory. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.,viscosity,Fluid Condition,Training,,,8.5,11.0,6.3,1.1,21.0,142.0,0.7,0.8,4.3,1.1,2.1,0.8,0.6,0.0,2105.0,7.4,766.0,62.0,1065.0,0.3,0.2,2.2,,0.3,,71.0,,,,,,,,,,,,,16,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,4879912,BELL BORATE OIL,07/02/2022 00:00:00,2022-02-04,2022-02-07,3,,Viscosity not consistent with stated grade / application type. Wear appears satisfactory. Advice : Resample at recommended sampling interval to follow trends.,viscosity,Fluid Condition,Training,,,7.2,9.4,5.0,0.7,15.0,127.0,0.8,0.5,3.2,1.1,1.8,0.8,0.6,0.0,1433.0,6.3,618.0,43.0,866.0,0.2,0.2,2.0,,0.3,,58.8,,,,,,,,,,,,,16,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,4879913,BELL BORATE OIL,07/02/2022 00:00:00,2022-02-04,2022-02-07,3,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,14.0,19.0,9.7,1.9,100.0,400.0,1.9,2.2,4.6,1.1,4.3,1.1,0.6,0.0,3253.0,10.0,988.0,96.0,1334.0,0.6,0.2,3.4,,0.3,,102.7,,,,,,,,,,,,,88,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5096721,BELL BORATE OIL,07/02/2022 00:00:00,2022-02-07,2022-02-07,0,500,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,9.9,11.0,3.2,0.6,42.0,85.0,1.8,0.6,1.6,0.0,2.2,0.3,0.0,0.3,3310.0,11.0,1157.0,108.0,1356.0,0.4,0.1,1.5,,0.2,,107.4,,,,,,,,,,,,,14,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5096722,BELL BORATE OIL,07/02/2022 00:00:00,2022-02-07,2022-02-07,0,500,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,10.0,13.0,4.0,0.9,40.0,109.0,1.4,0.3,1.3,0.0,2.9,0.4,0.0,0.0,3010.0,9.5,1262.0,96.0,1243.0,0.2,0.0,1.5,,0.1,,112.5,,,,,,,,,,,,,18,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5474389,BELL BORATE OIL,07/02/2022 00:00:00,2022-02-07,2022-02-07,0,500,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,16.0,8.0,2.3,0.3,11.0,40.0,1.0,0.0,4.6,0.0,1.0,0.0,0.0,0.1,3751.0,16.0,1228.0,123.0,1530.0,0.0,0.1,1.9,,0.0,,109.4,,,,,,,,,,,,,10,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5474549,BELL BORATE OIL,07/02/2022 00:00:00,2022-02-07,2022-02-07,0,542,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,14.0,9.5,4.0,0.7,36.0,107.0,0.8,0.0,3.7,0.0,3.0,0.2,0.0,0.2,3247.0,14.0,1362.0,110.0,1303.0,0.3,0.1,1.8,,0.0,,118.5,,,,,,,,,,,,,12,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5474550,BELL BORATE OIL,07/02/2022 00:00:00,2022-02-07,2022-02-07,0,542,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,14.0,12.0,3.7,0.7,26.0,86.0,1.2,0.0,3.6,0.0,2.7,0.2,0.0,0.1,3235.0,14.0,1420.0,106.0,1315.0,0.2,0.1,2.1,,0.0,,118.2,,,,,,,,,,,,,18,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5474553,BELL BORATE OIL,07/02/2022 00:00:00,2022-02-07,2022-02-07,0,542,Visible debris present (metal / metal-like particles). Possible sampling problem; advise resample to confirm.,visible ,Possible Sample Issue,Training,,,14.0,9.1,3.5,0.6,24.0,69.0,0.9,0.0,3.2,0.0,2.2,0.2,0.1,0.7,3216.0,13.0,1356.0,104.0,1306.0,0.2,0.1,1.8,,0.0,,119.5,,,,,,,,,,,,,12,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,5096724,BELL BORATE OIL,08/02/2022 00:00:00,2022-02-07,2022-02-08,1,500,Visible debris present. Viscosity not consistent with stated grade / application type. Wear appears satisfactory. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.,viscosity,Fluid Condition,Training,,,9.3,10.0,3.5,0.1,0.8,33.0,12.0,0.0,0.1,0.0,0.3,0.0,0.0,0.0,1093.0,2.7,589.0,152.0,459.0,0.0,0.0,2.9,,0.0,,32.8,,,,,,,,,,,,,10,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,5474385,BELL BORATE OIL,08/02/2022 00:00:00,2022-02-07,2022-02-08,1,500,Visible debris present (metal / metal-like particles). Advice : Possible sampling problem; advise resample to confirm.,visible ,Possible Sample Issue,Training,,,15.0,9.9,3.4,0.4,22.0,46.0,1.3,0.0,4.8,0.0,1.4,0.1,0.0,0.3,3778.0,15.0,1198.0,121.0,1539.0,0.0,0.1,2.1,,0.1,,107.5,,,,,,,,,,,,,10,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,5474388,BELL BORATE OIL,08/02/2022 00:00:00,2022-02-07,2022-02-08,1,500,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,15.0,9.1,2.3,0.4,9.9,36.0,1.3,0.0,4.5,0.1,1.1,0.1,0.1,0.2,3513.0,15.0,1145.0,113.0,1438.0,0.1,0.2,1.6,,0.1,,110.4,,,,,,,,,,,,,10,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5476185,BELL BORATE OIL,10/02/2022 00:00:00,2022-02-09,2022-02-10,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,11.0,12.0,4.3,1.0,10.0,86.0,2.2,0.0,2.3,1.0,14.0,0.7,0.5,0.0,2501.0,9.3,1428.0,76.0,1083.0,2.5,0.2,2.3,,0.3,,129.5,,,,,,,,,,,,,27,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5476186,BELL BORATE OIL,10/02/2022 00:00:00,2022-02-09,2022-02-10,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,11.0,8.8,3.0,0.7,10.0,60.0,2.1,0.0,2.1,1.0,8.8,0.7,0.5,0.0,2598.0,9.6,1387.0,79.0,1117.0,1.8,0.2,2.2,,0.3,,129.5,,,,,,,,,,,,,23,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5476182,BELL BORATE OIL,11/02/2022 00:00:00,2022-02-09,2022-02-11,2,,Very high viscosity. Visible debris present; but not considered significant. Wear appears satisfactory. Advise monitor at the recommended sampling period. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.,viscosity,Fluid Condition,Training,,,11.0,12.0,4.1,1.3,14.0,128.0,3.8,0.0,2.2,1.0,12.0,0.7,0.5,0.0,2490.0,9.3,1450.0,75.0,1069.0,2.2,0.3,2.9,,0.3,,140.1,,,,,,,,,,,,,27,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,5476183,BELL BORATE OIL,11/02/2022 00:00:00,2022-02-09,2022-02-11,2,,Viscosity not consistent with stated grade. Visible debris present. The level of Lead appears high and may indicate that there is some bearing wear. Advice : Resample at recommended sampling interval to follow trends. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.,viscosity,Fluid Condition,Training,,,14.0,8.1,1.8,0.6,6.9,38.0,61.0,0.0,2.2,1.0,1.1,0.6,0.5,0.2,3536.0,11.0,1103.0,104.0,1483.0,0.3,0.9,3.2,,0.3,,108.0,,,,,,,,,,,,,11,,0.1,,Caution
,BELL EQUIPMENT UK LTD,,BELL,,5477863,BELL BORATE OIL,12/02/2022 00:00:00,2022-02-11,2022-02-12,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,17.0,14.0,2.8,1.0,27.0,65.0,3.0,0.0,1.9,1.4,3.3,0.6,0.2,0.0,3768.0,15.0,1146.0,104.0,1554.0,2.4,1.7,2.1,,0.0,,108.6,,,,,,,,,,,,,19,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5477867,BELL BORATE OIL,12/02/2022 00:00:00,2022-02-11,2022-02-12,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,17.0,10.0,2.2,0.8,3.6,42.0,0.0,0.0,1.2,1.4,1.6,0.6,0.2,0.0,3702.0,15.0,1140.0,104.0,1523.0,1.0,1.7,1.8,,0.0,,109.4,,,,,,,,,,,,,10,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5477866,BELL BORATE OIL,15/02/2022 00:00:00,2022-02-11,2022-02-15,4,,Visible debris present (metal / metal-like particles). Possible sampling problem; advise resample to confirm.,visible ,Possible Sample Issue,Training,,,17.0,10.0,2.3,0.6,15.0,48.0,1.6,0.0,0.7,0.0,1.7,0.1,0.0,0.0,3668.0,11.0,1106.0,122.0,1466.0,1.3,0.0,1.4,,0.0,,107.6,,,,,,,,,,,,,17,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,4124676,BELL BORATE OIL,17/02/2022 00:00:00,2022-02-16,2022-02-17,1,,Visible debris present. Viscosity not consistent with stated grade / application type. Wear appears satisfactory. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report. Report re-issued. (1),viscosity,Fluid Condition,Training,,,11.0,13.0,4.9,1.0,32.0,139.0,0.0,0.9,2.4,1.0,1.5,0.6,0.2,0.2,2882.0,14.0,954.0,96.0,1227.0,1.0,1.1,2.6,,0.0,,85.5,,,,,,,,,,,,,14,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,4124678,BELL BORATE OIL,17/02/2022 00:00:00,2022-02-16,2022-02-17,1,,The analysis indicates the wear rates appear to be at a satisfactory level however visual metallic/metallic-like debris is present. Recommend re-sampling at the next service schedule..,debris,Possible Sample Issue,Training,,,13.0,15.0,3.1,0.9,4.2,65.0,1.4,0.0,2.8,1.0,1.6,0.7,0.2,0.2,3486.0,19.0,1058.0,104.0,1409.0,0.4,1.1,1.8,,0.0,,103.8,,,,,,,,,,,,,19,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,4130209,BELL BORATE OIL,17/02/2022 00:00:00,2022-02-16,2022-02-17,1,1500,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,11.0,9.4,1.8,0.3,59.0,281.0,1.9,1.0,1.7,0.0,2.4,0.0,0.0,0.1,3273.0,12.0,1055.0,105.0,1332.0,0.9,0.0,0.8,,0.0,,104.7,,,,,,,,,,,,,43,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,4130211,BELL BORATE OIL,17/02/2022 00:00:00,2022-02-16,2022-02-17,1,1500,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,12.0,11.0,1.6,0.2,0.9,33.0,1.3,0.0,1.9,0.0,0.7,0.1,0.1,0.0,3505.0,14.0,1075.0,113.0,1406.0,0.1,0.0,0.8,,0.0,,106.6,,,,,,,,,,,,,10,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,4358923,BELL BORATE OIL,17/02/2022 00:00:00,2022-02-16,2022-02-17,1,,Very high viscosity. Wear appears satisfactory. Visible debris present. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.,viscosity,Fluid Condition,Training,,,3.3,13.0,0.7,0.6,5.7,28.0,0.0,0.0,0.7,1.1,0.5,0.6,0.2,0.6,20.0,4.3,2000.0,12.0,4.3,0.2,1.3,0.0,,0.0,,188.2,,,,,,,,,,,,,10,,0.1,,Serious
